gvkey,conm,tic,sic,naics,linkprim,liid,linktype,linkid,lpermno,lpermco,USEDFLAG,linkdt,linkenddt,GSECTOR,GGROUP,GIND,GSUBIND,SPCINDCD,SPCSECCD
065105,BJ'S WHOLESALE CLUB INC,BJ,5399,452910,P,01,LU,1,85232,32023,1,19970729,E,30,3010,301010,30101040,445,976
065142,COMMSCOPE INC,CTV,3357,335921,P,01,LC,1,85231,32028,1,19970728,E,45,4520,452010,45201020,180,940
065156,CHOICEPOINT INC,CPS,6411,524298,P,01,LC,2,85255,32051,1,19970808,20080530,20,2020,202020,20202020,175,976
065163,GALILEO INTERNATIONAL INC,GLC,7370,514191,P,01,LU,1,85239,32031,1,19970725,20011031,20,2020,202010,20201020,175,976
065251,PAN PAC RETAIL PPTYS INC,PNP,6798,525930,P,01,LU,1,85264,32061,1,19970808,20061031,40,4040,404020,40402060,850,800
065290,SL GREEN REALTY CORP,SLG,6798,531120,P,01,LU,2,85265,32062,1,19980501,E,40,4040,404020,40402040,850,800
065290,SL GREEN REALTY CORP,SLG,6798,531120,C,01,LU,1,85265,32062,1,19970815,19980430,40,4040,404020,40402040,850,800
065291,TRENDWEST RESORTS INC,TWRI,6531,531390,P,01,LU,1,85323,15659,1,19970815,20020628,40,4040,404010,40401020,305,976
065345,AMERICAN CAPITAL LTD,ACAS,6799,523999,P,01,LC,1,85271,15674,1,19970829,E,40,4020,402030,40203010,850,800
065399,ARVINMERITOR INC,ARM,3714,336330,P,01,LC,2,85349,32092,1,19971001,E,25,2510,251010,25101010,130,976
065417,YUM BRANDS INC,YUM,5812,722211,P,01,LC,2,85348,32093,1,19971007,E,25,2530,253010,25301040,420,978
065430,CHILDRENS PLACE RETAIL STRS,PLCE,5600,448130,P,01,LU,1,85390,15697,1,19970919,E,25,2550,255040,25504010,452,976
065440,PROBUSINESS SERVICES INC,PRBZ,8721,541214,P,01,LU,1,85393,15702,1,19970919,20030630,45,4510,451020,45102020,453,940
065466,EDWARDS J D & CO,JDEC,7372,511210,P,01,LU,1,85380,15707,1,19970924,20030829,40,4020,402030,40203020,185,940
065474,RENAISSANCE LEARNING INC,RLRN,7372,511210,P,01,LU,1,85353,15716,1,19970925,E,45,4510,451030,45103030,185,940
065553,TRIMERIS INC,TRMS,2836,325414,P,01,LU,1,85511,15744,1,19971007,E,35,3520,352010,35201010,147,905
065554,POWER-ONE INC,PWER,3679,334419,P,01,LU,1,85516,15736,1,19971001,E,20,2010,201040,20104010,220,925
065556,ANNALY CAPITAL MANAGMENT INC,NLY,6798,525990,P,01,LU,1,85414,32098,1,19971008,E,40,4040,404020,40402030,850,800
065576,AMB PROPERTY CORP,AMB,6798,531120,P,01,LC,1,85592,32135,1,19971121,E,40,4040,404020,40402020,850,800
065578,CORIXA CORP,CRXA,2836,325414,P,01,LU,1,85463,15738,1,19971002,20050729,35,3520,352010,35201010,147,905
065609,C H ROBINSON WORLDWIDE INC,CHRW,4731,488510,P,01,LU,1,85459,15758,1,19971015,E,20,2030,203010,20301010,615,600
065615,CHOICE HOTELS INTL INC,CHH,6794,533110,P,01,LU,1,85517,32132,1,19971016,E,25,2530,253010,25301020,175,976
065643,FAIRCHILD SEMICONDUCTOR INTL,FCS,3674,334413,P,01,LU,1,87139,35226,1,19990804,E,45,4530,453010,45301020,235,940
065676,INTERMEC INC,IN,3577,334119,P,01,LU,2,85445,32127,1,19971103,E,45,4520,452020,45202020,357,925
065681,PRIORITY HEALTHCARE CP -CL B,PHCC,5122,424210,P,01,LC,1,85495,15777,1,19971024,20051031,35,3510,351020,35102010,217,978
065718,GROUP 1 AUTOMOTIVE INC,GPI,5500,441110,P,01,LU,1,85427,32111,1,19971030,E,25,2550,255040,25504050,449,976
065772,METTLER-TOLEDO INTL INC,MTD,3826,334516,P,01,LU,1,85621,32158,1,19971114,E,35,3520,352030,35203010,345,925
065831,SONIC AUTOMOTIVE INC  -CL A,SAH,5500,441110,P,01,LU,1,85627,32164,1,19971112,E,25,2550,255040,25504050,449,976
065886,AFFILIATED MANAGERS GRP INC,AMG,6282,523930,P,01,LU,1,85593,32136,1,19971121,E,40,4020,402030,40203010,823,800
065899,REALNETWORKS INC,RNWK,7372,511210,P,01,LU,1,85576,15843,1,19971121,E,45,4510,451010,45101010,185,940
065904,APPLIED MICRO CIRCUITS CORP,AMCC,3674,334413,P,01,LU,1,85522,15854,1,19971125,E,45,4530,453010,45301020,235,940
066016,CORN PRODUCTS INTL INC,CPO,2040,311221,P,01,LU,2,85645,32174,1,19980102,E,30,3020,302020,30202010,112,970
066061,DOLLAR THRIFTY AUTOMOTIVE GP,DTG,7510,532111,P,01,LU,1,85647,32176,1,19971218,E,20,2030,203040,20304020,175,976
066065,UNITED RENTALS INC,URI,7350,532412,P,01,LU,1,85663,32191,1,19971218,E,20,2010,201070,20107010,175,976
066290,STEELCASE INC,SCS,2522,337214,P,01,LU,1,85796,34665,1,19980218,E,20,2020,202010,20201060,370,925
066367,DUANE READE INC,DRD,5912,446110,P,01,LC,1,85786,34649,1,19980209,20040831,30,3010,301010,30101010,435,978
066368,VERISIGN INC,VRSN,7370,519130,P,01,LU,1,85753,15940,1,19980130,E,45,4510,451010,45101010,185,940
066379,CAREER EDUCATION CORP,CECO,8200,611210,P,01,LU,1,85724,15934,1,19980129,E,25,2530,253020,25302010,175,976
066393,MERCURY COMPUTER SYSTEMS INC,MRCY,7373,541512,P,01,LU,1,85738,15939,1,19980130,E,45,4520,452030,45203020,225,940
066446,QUANTA SERVICES INC,PWR,1731,238210,P,01,LU,1,85792,34660,1,19980212,E,20,2010,201030,20103010,240,925
066468,MICROMUSE INC,MUSE,7372,511210,P,01,LU,1,85836,15970,1,19980213,20060228,45,4510,451030,45103020,185,940
066507,DOUBLECLICK INC,DCLK,7372,511210,P,01,LU,1,85816,15980,1,19980220,20050729,45,4510,451010,45101010,185,940
066588,SURMODICS INC,SRDX,2836,325414,P,01,LU,1,85889,15995,1,19980304,E,35,3510,351010,35101010,175,976
066599,WADDELL&REED FINL INC  -CL A,WDR,6211,523120,J,03,LU,3,86380,34707,1,19981109,20010531,40,4020,402030,40203010,822,800
066599,WADDELL&REED FINL INC  -CL A,WDR,6211,523120,P,01,LC,1,85931,34707,1,19980305,E,40,4020,402030,40203010,822,800
066673,INDEPENDENCE CMNTY BK CORP,ICBC,6035,522120,P,01,LC,1,85876,16016,1,19980317,20060531,40,4010,401020,40102010,840,800
066698,CURAGEN CORP,CRGN,2836,325414,P,01,LU,1,85864,16017,1,19980318,E,35,3520,352010,35201010,292,905
066708,BROADCOM CORP,BRCM,3674,334413,P,01,LC,1,85963,16056,1,19980417,E,45,4530,453010,45301020,247,940
066731,FEDERATED INVESTORS INC,FII,6282,523930,P,01,LU,1,86102,34765,1,19980514,E,40,4020,402030,40203010,823,800
100599,CORPORATE EXPRESS NV,CXP,5110,424110,C,90,LC,1,89151,42121,1,20010920,E,20,2020,202010,20201060,400,970
105365,AMERICAN TOWER CORP,AMT,4899,517410,P,01,LU,1,86111,34770,1,19980605,E,50,5010,501020,50102010,463,974
105936,COLUMBIA SPORTSWEAR CO,COLM,2300,315299,P,01,LU,1,85863,16029,1,19980327,E,25,2520,252030,25203010,465,976
106900,INTERNET SECURITY SYSTEMS,ISSX,7372,511210,P,01,LC,1,85879,16021,1,19980324,20061031,45,4510,451030,45103020,185,940
108326,SILVERCORP METALS INC,SVM,1000,212231,P,01,LC,1,92893,53123,1,20090218,E,15,1510,151040,15104040,0,0
108326,SILVERCORP METALS INC,SVM,1000,212231,N,01C,LX,4,92893,53123,-1,20090218,E,15,1510,151040,15104040,0,0
109584,FRONTIER FINANCIAL CORP/WA,FTBK,6020,522110,P,01,LU,1,85978,16053,1,19980416,E,40,4010,401010,40101015,817,800
109826,MANHATTAN ASSOCIATES INC,MANH,7373,541512,P,01,LU,1,85992,16065,1,19980423,E,45,4510,451030,45103010,454,940
110039,AMKOR TECHNOLOGY INC,AMKR,3674,334413,P,01,LU,1,86047,16080,1,19980501,E,45,4530,453010,45301010,235,940
110179,VENTAS INC,VTR,6798,531110,P,01,LU,5,75819,10302,1,19980529,E,40,4040,404020,40402070,850,800
110533,SAUER-DANFOSS INC,SHS,3590,333996,P,01,LU,1,86034,34759,1,19980512,E,20,2010,201060,20106010,345,925
110685,L-3 COMMUNICATIONS HLDGS INC,LLL,3663,334220,P,01,LU,1,86021,34746,1,19980519,E,20,2010,201010,20101010,180,940
110721,CARREKER CORP,CANI,7372,511210,P,01,LU,1,86055,16120,1,19980520,20070430,45,4510,451020,45102020,185,940
110728,PDI INC,PDII,8742,541613,P,01,LU,1,86083,16119,1,19980520,E,35,3510,351020,35102015,175,976
110760,AXT INC,AXTI,3674,334413,P,01,LU,1,86051,16121,1,19980521,E,45,4530,453010,45301010,235,940
111102,INTERCEPT INC,ICPT,6099,523999,P,01,LU,1,86123,34784,1,19980610,20041130,45,4510,451020,45102020,850,800
111488,INKTOMI CORP,INKT,7372,511210,P,01,LU,1,86173,16141,1,19980610,20030331,45,4510,451030,45103010,185,940
111491,SCHOOL SPECIALTY INC,SCHS,5961,454113,P,01,LU,1,86189,16144,1,19980610,E,20,2020,202020,20202020,449,976
111662,BEBE STORES INC,BEBE,2330,31523,P,01,LU,1,86150,16158,1,19980617,E,25,2550,255040,25504010,465,976
111864,COGNIZANT TECH SOLUTIONS,CTSH,7370,541512,P,01,LU,1,86158,16167,1,19980619,E,45,4510,451020,45102010,185,940
112030,CUMULUS MEDIA INC,CMLS,4832,515112,P,01,LU,1,86155,16182,1,19980626,E,25,2540,254010,25401020,150,978
112033,KING PHARMACEUTICALS INC,KG,2834,325412,P,01,LC,1,86176,16179,1,19980625,E,35,3520,352020,35202010,283,905
112095,MIPS TECHNOLOGIES INC,MIPS,6794,533110,J,02,LC,6,88358,16186,1,20031101,20031113,45,4530,453010,45301020,235,940
112095,MIPS TECHNOLOGIES INC,MIPS,6794,533110,P,02,LC,5,88358,16186,1,20001201,20031031,45,4530,453010,45301020,235,940
112095,MIPS TECHNOLOGIES INC,MIPS,6794,533110,J,02,LC,4,88358,16186,1,20000621,20001130,45,4530,453010,45301020,235,940
112095,MIPS TECHNOLOGIES INC,MIPS,6794,533110,P,01,LC,3,86180,16186,1,20031101,E,45,4530,453010,45301020,235,940
112095,MIPS TECHNOLOGIES INC,MIPS,6794,533110,J,01,LC,2,86180,16186,1,20001201,20031031,45,4530,453010,45301020,235,940
112095,MIPS TECHNOLOGIES INC,MIPS,6794,533110,P,01,LC,1,86180,16186,1,19980630,20001130,45,4530,453010,45301020,235,940
112168,REPUBLIC SERVICES INC,RSG,4953,562111,P,01,LC,1,86228,34838,1,19980701,E,20,2020,202010,20201050,405,925
112178,ABGENIX INC,ABGX,2836,325414,P,01,LU,1,86235,16195,1,19980702,20060331,35,3520,352010,35201010,147,905
112366,KNIGHT CAPITAL GROUP INC,NITE,6211,523120,P,01,LC,1,87131,16201,1,19980708,E,40,4020,402030,40203020,822,800
112618,SANTANDER BANCORP,SBP,6020,522110,P,01,LU,1,86398,34823,1,19981120,E,40,4010,401010,40101015,817,800
112624,ACTUATE CORP,ACTU,7372,511210,P,01,LU,1,86236,16214,1,19980717,E,45,4510,451030,45103010,185,940
112759,USEC INC,USU,2810,325188,P,01,LU,1,86233,34843,1,19980723,E,10,1010,101020,10102050,167,970
112774,ECHELON CORP,ELON,3576,334119,P,01,LU,1,86260,16236,1,19980728,E,45,4520,452030,45203020,190,940
112775,ELECTRONICS BOUTIQUE HLDG CP,ELBO,5945,451120,P,01,LC,1,86259,16235,1,19980728,20051031,25,2550,255040,25504020,449,976
113270,ECLIPSYS CORP,ECLP,7373,541512,P,01,LU,1,86323,16254,1,19980807,E,35,3510,351030,35103010,454,940
113419,CONVERGYS CORP,CVG,7389,561499,P,01,LU,1,86305,34849,1,19980813,E,45,4510,451020,45102020,175,976
113490,CROWN CASTLE INTL CORP,CCI,7359,532490,P,01,LU,1,86339,16268,1,19980818,E,50,5010,501020,50102010,175,976
113609,ENTRUST INC,ENTU,7372,511210,P,01,LU,1,86324,16266,1,19980818,E,45,4510,451030,45103020,185,940
114524,EBAY INC,EBAY,7370,517919,P,01,LU,1,86356,16285,1,19980924,E,45,4510,451010,45101010,185,940
114608,AFC ENTERPRISES INC,AFCE,6794,533110,P,02,LC,1,88940,41384,1,20010430,E,25,2530,253010,25301040,420,978
114628,GOLDMAN SACHS GROUP INC,GS,6211,523110,P,01,LU,1,86868,35048,1,19990504,E,40,4020,402030,40203020,822,800
114777,PENNZOIL-QUAKER STATE CO,PZL,2911,324110,P,01,LU,1,86448,34954,1,19981231,20021031,10,1010,101020,10102030,382,935
115404,HLTH CORP,HLTH,7370,519130,P,01,LU,1,86721,16406,1,19990211,E,35,3510,351030,35103010,185,940
115566,UCBH HOLDINGS INC,UCBH,6020,522110,P,02,LC,2,86437,16308,1,19981105,E,40,4010,401010,40101015,817,800
115872,FOX ENTERTAINMENT GROUP INC,FOX,4833,515120,P,01,LU,1,86401,34907,1,19981111,20050331,25,2540,254010,25401030,150,978
115873,MONY GROUP INC,MNY,6311,524113,P,01,LU,1,86411,34918,1,19981111,20040730,40,4030,403010,40301020,825,800
116004,ALLIED CAPITAL CORP,ALD,6159,522298,P,01,LC,5,79788,12586,1,19931117,E,40,4020,402030,40203010,850,800
116503,P F CHANGS CHINA BISTRO INC,PFCB,5812,722110,P,01,LU,1,86534,16331,1,19981204,E,25,2530,253010,25301040,420,978
116526,CONEXANT SYSTEMS INC,CNXT,3674,334413,P,01,LC,2,86496,16338,1,19990104,E,45,4530,453010,45301020,235,940
116772,INFOSPACE INC,INSP,7370,519130,P,01,LC,1,86544,16347,1,19981215,E,45,4510,451010,45101010,185,940
117003,CRESTLINE CAPITAL CORP,CLJ,7011,721110,P,01,LU,1,86443,34948,1,19981230,20020628,25,2530,253010,25301020,310,976
117145,SPANISH BROADCASTING SYS INC,SBSA,4832,51311,P,01,LU,1,87342,17295,1,19991028,E,25,2540,254010,25401020,150,978
117768,NVIDIA CORP,NVDA,3674,334413,P,01,LU,1,86580,16382,1,19990122,E,45,4530,453010,45301020,235,940
117861,AMERICAN AXLE & MFG HOLDINGS,AXL,3714,336330,P,01,LU,1,86547,34964,1,19990129,E,25,2510,251010,25101010,130,976
117862,ARCH CHEMICALS INC,ARJ,2800,325,P,01,LU,2,86548,34965,1,19990209,E,15,1510,151010,15101050,167,970
117902,ENTERCOM COMMUNICATIONS CORP,ETM,4832,515112,P,01,LU,1,86560,34977,1,19990129,E,25,2540,254010,25401020,150,978
118003,PEROT SYSTEMS CORP,PER,7373,541512,P,01,LU,1,86602,35003,1,19990202,E,45,4510,451020,45102010,454,940
118042,EAST WEST BANCORP INC,EWBC,6020,522110,P,01,LU,3,86719,16402,1,19990208,E,40,4010,401010,40101015,817,800
118081,ALBANY MOLECULAR RESH INC,AMRI,8731,541712,P,01,LU,1,86709,16397,1,19990204,E,35,3520,352030,35203010,292,905
118121,CORINTHIAN COLLEGES INC,COCO,8200,611310,P,01,LU,1,86715,16398,1,19990205,E,25,2530,253020,25302010,175,976
118167,PRODIGY COMMUN CORP -CL A,PRGY,7370,514191,P,01,LU,1,86733,16404,1,19990211,20011130,45,4510,451010,45101010,185,940
118264,GAMCO INVESTORS INC,GBL,6282,523930,P,01,LU,1,86593,34992,1,19990211,E,40,4020,402030,40203010,823,800
118267,KORN/FERRY INTERNATIONAL,KFY,7361,561310,P,01,LU,1,86594,2572,1,19990211,E,20,2020,202020,20202010,457,978
118304,DOBSON COMMUNICATIONS CORP,DCEL,4812,517212,P,01,LU,1,87598,17935,1,20000204,20071130,50,5010,501020,50102010,462,974
118321,SERENA SOFTWARE INC,SRNA,7372,511210,C,99X,LU,2,86735,16412,1,20060401,20060428,45,4510,451030,45103010,185,940
118321,SERENA SOFTWARE INC,SRNA,7372,511210,P,01,LU,1,86735,16412,1,19990212,20060331,45,4510,451030,45103010,185,940
118445,VIGNETTE CORP,VIGN,7372,511210,P,01,LU,1,86739,16418,1,19990219,E,45,4510,451010,45101010,185,940
118502,CORPORATE EXECUTIVE BRD CO,EXBD,8742,541611,P,01,LU,1,86720,16422,1,19990223,E,20,2020,202020,20202020,175,976
119081,MULTEX.COM INC,MLTX,7370,518111,P,01,LU,1,86779,16440,1,19990317,20030331,45,4510,451010,45101010,185,940
119216,VARIAN INC,VARI,3826,334516,P,01,LU,2,86789,16446,1,19990405,E,35,3520,352030,35203010,230,940
119217,VARIAN SEMICONDUCTOR EQUIPMT,VSEA,3559,333295,P,01,LU,2,86791,16444,1,19990405,E,45,4530,453010,45301010,247,940
119275,MKS INSTRUMENTS INC,MKSI,3823,334513,P,01,LU,1,86778,16455,1,19990330,E,45,4530,453010,45301010,230,940
119314,PRICELINE.COM INC,PCLN,7370,519130,P,01,LU,1,86783,16454,1,19990330,E,25,2550,255020,25502020,185,940
119414,CAPITOL FEDERAL FINANCIAL,CFFN,6035,522120,P,01,LU,1,86820,16457,1,19990401,E,40,4010,401020,40102010,840,800
119417,PEPSI BOTTLING GROUP INC,PBG,2086,31211,P,01,LC,1,86756,35014,1,19990331,E,30,3020,302010,30201030,145,978
119474,DELIAS INC,DLIA,5961,454111,P,02,LC,2,91014,49990,1,20051220,E,25,2550,255020,25502010,447,976
119474,DELIAS INC,DLIA,5961,454111,P,01,LC,1,86847,16469,1,19990409,20030917,25,2550,255020,25502010,447,976
119533,AREMISSOFT CORP/DE,AREM,7372,511210,C,01,LU,1,86815,16484,1,19990422,20010727,45,4510,451030,45103010,185,940
119574,EXTREME NETWORKS INC,EXTR,3576,334119,P,01,LU,1,86822,16466,1,19990409,E,45,4520,452010,45201020,190,940
119714,COMPUCREDIT HOLDINGS CORP,CCRT,6141,522210,P,01,LC,1,86819,16488,1,19990423,E,40,4020,402020,40202010,850,800
119753,ACCREDO HEALTH INC,ACDO,7389,561499,P,01,LC,1,86813,16479,1,19990416,20050831,35,3510,351020,35102015,292,905
119756,STANCORP FINANCIAL GROUP INC,SFG,6321,524114,P,01,LU,1,86809,35035,1,19990416,E,40,4030,403010,40301020,830,800
120093,CONSOL ENERGY INC,CNX,1220,212112,P,01,LU,1,86799,35026,1,19990430,E,10,1010,101020,10102050,360,970
120134,INFORMATICA CORP,INFA,7372,511210,P,01,LU,1,86830,16496,1,19990429,E,45,4510,451030,45103010,185,940
120297,LIFEPOINT HOSPITALS INC,LPNT,8062,622110,P,01,LC,1,86899,16517,1,19990512,E,35,3510,351020,35102020,295,905
120301,RADIO ONE INC,ROIAK,4832,515112,P,04,LC,4,88372,16512,1,20000701,E,25,2540,254010,25401020,150,978
120301,RADIO ONE INC,ROIAK,4832,515112,J,04,LC,3,88372,16512,1,20000607,20000630,25,2540,254010,25401020,150,978
120301,RADIO ONE INC,ROIAK,4832,515112,J,01,LC,2,86916,16512,1,20000701,E,25,2540,254010,25401020,150,978
120301,RADIO ONE INC,ROIAK,4832,515112,P,01,LC,1,86916,16512,1,19990506,20000630,25,2540,254010,25401020,150,978
120359,TW TELECOM INC,TWTC,4813,517110,P,01,LU,1,86926,16525,1,19990512,E,50,5010,501010,50101010,463,974
120595,REDBACK NETWORKS INC,RBAK,7373,541512,P,01,LC,3,90014,16533,1,20040105,20070125,45,4520,452010,45201020,454,940
120595,REDBACK NETWORKS INC,RBAK,7373,541512,P,01,LC,1,86914,16533,1,19990518,20040102,45,4520,452010,45201020,454,940
120774,BROCADE COMMUNICATIONS SYS,BRCD,3576,334119,P,01,LC,1,86881,16546,1,19990525,E,45,4520,452010,45201020,190,940
120877,REYNOLDS AMERICAN INC,RAI,2111,312221,P,01,LC,1,86946,35164,1,19990615,E,30,3020,302030,30203010,470,978
121053,S1 CORP,SONE,7373,541512,P,01,LC,4,83554,14653,1,19981030,E,45,4510,451030,45103010,454,940
121142,SKECHERS U S A INC,SKX,3140,316213,P,01,LU,1,86949,35167,1,19990609,E,25,2520,252030,25203020,455,976
121257,OPENWAVE SYSTEMS INC,OPWV,7372,511210,P,01,LU,1,86990,16581,1,19990611,E,45,4510,451010,45101010,185,940
121382,SBA COMMUNICATIONS CORP,SBAC,4899,517210,P,01,LU,1,86996,16584,1,19990616,E,50,5010,501020,50102010,240,925
121493,ARIBA INC,ARBA,7372,511210,P,01,LC,1,87013,16603,1,19990623,E,45,4510,451030,45103020,185,940
121513,TD WATERHOUSE GRP INC,TWE,6211,523120,P,01,LU,1,86950,35168,1,19990623,20011130,40,4020,402010,40201020,822,800
121513,TD WATERHOUSE GRP INC,TWE,6211,523120,N,01C,LX,2,86950,35168,-1,19990623,20011130,40,4020,402010,40201020,822,800
121717,WEBMEDIABRANDS INC,WEBM,7330,541430,P,01,LC,1,86977,16613,1,19990625,E,45,4510,451010,45101010,185,940
121718,JUNIPER NETWORKS INC,JNPR,3576,334119,P,01,LU,1,86979,16614,1,19990625,E,45,4520,452010,45201020,190,940
121817,SALEM COMMUNICATIONS CORP,SALM,4832,515112,P,01,LU,1,87121,16631,1,19990701,E,25,2540,254010,25401020,150,978
122015,HUDSON CITY BANCORP INC,HCBK,6035,522120,P,01,LC,1,87070,16646,1,19990713,E,40,4010,401020,40102010,840,800
122061,TIBCO SOFTWARE INC,TIBX,7372,511210,P,01,LC,1,87092,16648,1,19990714,E,45,4510,451030,45103010,185,940
122257,BIOMARIN PHARMACEUTICAL INC,BMRN,2836,325414,P,01,LU,1,87056,16668,1,19990723,E,35,3520,352010,35201010,147,905
122315,BIOPURE CORP,BPUR,2836,325414,P,01,LC,1,87057,16691,1,19990730,E,35,3520,352010,35201010,147,905
122380,LENNOX INTERNATIONAL INC,LII,3585,333415,P,01,LU,1,87034,35177,1,19990729,E,20,2010,201020,20102010,155,976
122436,NETIQ CORP,NTIQ,7372,511210,P,01,LC,1,87081,16685,1,19990730,20060630,45,4510,451030,45103020,185,940
122514,BLOCKBUSTER INC,BBI,7841,532230,J,02,LU,3,90337,35220,1,20041014,E,25,2550,255040,25504040,245,978
122514,BLOCKBUSTER INC,BBI,7841,532230,P,01,LC,1,87134,35220,1,19990811,E,25,2550,255040,25504040,245,978
122519,1-800-FLOWERS.COM,FLWS,5990,453110,P,01,LU,1,87162,16695,1,19990803,E,25,2550,255020,25502020,449,976
122536,INTERNET CAPITAL GROUP INC,ICGE,7370,517919,P,01,LC,1,87167,16702,1,19990805,E,45,4510,451010,45101010,185,940
122921,QUEST SOFTWARE INC,QSFT,7372,511210,P,01,LC,1,87182,16762,1,19990813,E,45,4510,451030,45103010,185,940
123094,AGILE SOFTWARE CORP,AGIL,7372,511210,P,01,LU,1,87153,16864,1,19990820,20070731,45,4510,451030,45103010,185,940
123097,LABRANCHE & CO INC,LAB,6211,523120,P,01,LU,1,87140,35227,1,19990819,E,40,4020,402030,40203020,822,800
123937,VITRIA TECHNOLOGY INC,VITR,7372,511210,P,01,LC,1,87265,17126,1,19990917,20070330,45,4510,451010,45101010,185,940
123995,E.PIPHANY INC,EPNY,7372,511210,P,01,LC,1,87228,17127,1,19990922,20051031,45,4510,451030,45103010,185,940
124050,INVENTIV HEALTH INC,VTIV,5122,424210,P,01,LC,1,87257,17137,1,19990928,E,35,3510,351020,35102015,280,905
124314,AIRGATE PCS INC,PCSA,4812,517212,P,01,LU,1,87248,17150,1,19990928,20050228,50,5010,501020,50102010,462,974
124319,FOUNDRY NETWORKS INC,FDRY,3576,334119,P,01,LC,1,87229,17151,1,19990928,20081231,45,4520,452010,45201020,190,940
124358,INTERNAP NETWORK SVCS CORP,INAP,7370,519130,P,01,LC,1,87236,17158,1,19990929,E,45,4510,451010,45101010,185,940
124434,BLACKROCK INC,BLK,6282,523920,P,01,LU,1,87267,36336,1,19991001,E,40,4020,402030,40203010,823,800
124442,XM SATELLITE RADIO HLDGS INC,XMSR,4832,515112,P,01,LC,1,87357,17177,1,19991005,E,25,2540,254010,25401025,150,978
124677,ILLUMINET HOLDINGS INC,ILUM,4813,513310,P,01,LU,1,87326,17193,1,19991008,20011231,50,5010,501010,50101020,463,974
124678,INTERWOVEN INC,IWOV,7372,511210,P,01,LC,1,87327,17191,1,19991008,20090316,45,4510,451010,45101010,185,940
125237,MARTHA STEWART LIVING OMNIMD,MSO,2721,511120,P,01,LU,1,87277,36347,1,19991019,E,25,2540,254010,25401040,410,976
125275,CHARLOTTE RUSSE HOLDING INC,CHIC,5621,448120,P,01,LC,1,87306,17212,1,19991020,E,25,2550,255040,25504010,452,976
125360,SYCAMORE NETWORKS INC,SCMR,3661,334210,P,01,LC,1,87343,17216,1,19991022,E,45,4520,452010,45201020,180,940
125533,PACTIV CORP,PTV,3089,326199,P,01,LU,2,87292,36357,1,19991105,E,15,1510,151030,15103010,210,970
125595,AKAMAI TECHNOLOGIES INC,AKAM,7370,519130,P,01,LC,1,87299,17300,1,19991029,E,45,4510,451010,45101010,185,940
125604,PLUG POWER INC,PLUG,3621,335312,P,01,LC,1,87337,17303,1,19991029,E,20,2010,201040,20104010,220,925
126295,EDISON SCHOOLS INC,EDSN,8200,611110,P,01,LU,1,87450,17337,1,19991111,20031128,20,2020,202010,20201030,175,976
126296,EXPEDIA INC,EXPE,4700,561510,P,02,LC,2,90808,47013,1,20050809,E,25,2550,255020,25502020,620,600
126296,EXPEDIA INC,EXPE,4700,561510,P,01,LC,1,87388,17323,1,19991110,20030808,25,2550,255020,25502020,620,600
126298,NEXT LEVEL COMMUNICATION,NXTV,3661,334210,P,01,LU,1,87455,17482,1,19991110,20030430,45,4520,452010,45201020,180,940
126322,SONICWALL INC,SNWL,3576,334119,P,01,LC,1,87419,17336,1,19991111,E,45,4510,451030,45103020,180,940
126417,FINISAR CORP,FNSR,3577,334119,P,01,LC,1,87390,17342,1,19991112,E,45,4520,452010,45201020,188,940
126423,RUDOLPH TECHNOLOGIES INC,RTEC,3823,334513,P,01,LU,1,87415,17343,1,19991112,E,45,4530,453010,45301010,230,940
126554,AGILENT TECHNOLOGIES INC,A,3825,334515,P,01,LC,1,87432,36364,1,19991118,E,45,4520,452030,45203010,230,940
126599,RETEK INC,RETK,7372,511210,P,01,LC,1,87412,17397,1,19991118,20050429,45,4510,451010,45101010,185,940
126601,SYMYX TECHNOLOGIES INC,SMMX,7372,511210,P,01,LC,1,87418,17396,1,19991118,E,45,4510,451030,45103010,292,905
126721,TELEDYNE TECHNOLOGIES INC,TDY,3663,334220,P,01,LU,1,87445,36380,1,19991130,E,20,2010,201010,20101010,110,925
126773,MCAFEE.COM CORP,MCAF,7372,511210,P,01,LU,1,87500,17475,1,19991202,20020930,45,4510,451010,45101010,185,940
126976,AMERICAN FINANCIAL HLDGS INC,AMFH,6036,522120,P,01,LU,1,87374,17457,1,19991130,20030228,40,4010,401010,40101010,840,800
127234,CELERA CORP,CRA,8731,541711,P,01,LC,3,92750,53057,1,20080701,E,35,3520,352010,35201010,185,940
127279,NETRATINGS INC,NTRT,8700,541910,P,01,LU,1,87507,17488,1,19991208,20070629,45,4510,451010,45101010,456,976
127378,FREEMARKETS INC,FMKT,7389,561990,P,01,LC,1,87489,17504,1,19991210,20040730,45,4510,451010,45101010,175,976
127384,TULARIK INC,TLRK,2834,325412,P,01,LU,1,87513,17498,1,19991210,20040831,35,3520,352010,35201010,285,905
127455,CALIPER LIFE SCIENCES INC,CALP,3826,334516,P,01,LC,1,87478,17522,1,19991215,E,35,3520,352030,35203010,230,940
127481,MAXYGEN INC,MAXY,8731,541711,P,01,LC,1,87499,17524,1,19991216,E,35,3520,352010,35201010,292,905
128659,HANCOCK JOHN FINL SVCS INC,JHF,6311,524113,P,01,LU,1,87536,36612,1,20000127,20040430,40,4030,403010,40301020,825,800
128764,TURNSTONE SYSTEMS INC,TSTN,3661,334210,P,01,LC,1,87638,17906,1,20000201,20031204,45,4520,452010,45201020,180,940
